Q1	Massage oil Where I can buy good oil for massage?
Q593	touched my car Hi Guys,   i touched my car at my gate while i was trying to get my car into our villa. though the damage is not too much, there are a couple of scratches. i would like to get it repaired immediately though. can someone help me on this please.   1) do i need to get a police letter (report) to go to the garage ???  2) anyone knows any garage where this can be done quickly? or do you think going to the showroom is the best ???   thanks for ur answers.
Q593_C1	RE: touched my car thanks for the advice guys. i think its better for me to take the police report.   one more question. since i have third party insurance, i dont think i will get reimbursement, is that right?   what is the third party insurance rules here for hit and run where we cant see the car who hit ???
Q593_C2	RE: touched my car you can go to street 11 in industrial aria you will find the garage
Q593_C3	RE: touched my car You need a police report.
Q593_C4	RE: touched my car POLICE REPORT for a scratch done my oneself??? even i wanna know why to go police if no other vehicle has hit his car??..Sorry for my ignorance but i really wanna know if neone could answer..thnx
Q593_C5	RE: touched my car Hi Soniya,   good question. the only reason i can think of it is that the garage guys might not believe in my version of the story. anyways, if you can help, please do :)
Q593_C6	RE: touched my car ok..thnx for ur explanation..I can't help u buddy,sorry..
Q593_C7	RE: touched my car Soniyaji, it is prevailing traffic rules in Qatar,  if it is slightly scratched or damaged while reversing, parking etc., still it is better to go to traffic and  show them, get a clearance paper, then go to insurance  with their specified garages to get it repaired. There by you are safe at the time of Istimara passing  your car annually.
Q593_C8	RE: touched my car With out a police report ,garage guys will not agree to repair ur car.  U need to go to ploce station & should pay 112 riyals to get the letter.
Q593_C9	RE: touched my car If a car damages, no matter it is your own fault or by someone else's...A police report is a must in either case It's a rule here.
Q594	Desert Trek Desert trek from sealine to inland sea and back. anyone interested?
Q594_C1	Yes kanaway, this is it :) See you all on wednesday :)  "Be who you are and say what you feel, because those who mind don't matter and those who matter don't mind"
Q595	FLute, Violin lessons hey every one, I am looking for a flute or violin lesson?
Q595_C1	thank you thank you
Q596	Islamic New Year holiday announce in UAE DO we have holiday on Islamic new year in Qatar?
Q596_C1	No! No!
Q596_C2	UAE has it every year but UAE has it every year but Qatar does not..
Q596_C3	Nooo. Nooo.
Q596_C4	It's unislamic! It's unislamic!
Q596_C5	Islamic New Year does not Islamic New Year does not merit a holiday in Qatar...
Q597	Where i can Learn Quran Arabic ? in Doha Asalamalekum, Dear Freinds.  Iam very much interested to learn Quranic Arabic, is anyone knows aby any classes being conducted in Doha.  Please let me know...
Q597_C1	RE: Where i can Learn Quran Arabic ? in Doha Have you considered the Qatar Islamic Cultural Center (FANAR)  For More Information:   Come visit us in our beautifully sculptured cultural center, located across from the Souq Waqef in Doha, Qatar (you can't miss our amazing appearance on the horizon)   Call us:  Islam Presentation Dept.     45250265 Public Relations Dept.         4250220   http://www.fanar-qatar.com   Best of luck
Q597_C2	RE: Where i can Learn Quran Arabic ? in Doha Would You like to learn Qur'an with Arabic language or English? Well, you can check Fanar, Qatar Islamic Cultural Centre for more information http://www.qatarfanar.com/index.php/?page=aboutus.
Q597_C3	RE: Where i can Learn Quran Arabic ? in Doha contact Qatar Quest Center
Q597_C4	RE: Where i can Learn Quran Arabic ? in Doha Wa alaikum salaam warahmathullahi wabarkathuhH  respected brother, its very nice to hear from you abt ur intrest in learning Quran Masha allah. its better to check with your nearest Masjid or you can contact FANAR, QATAR ISLAMIC CULTURAL CENTER OR QATAR GUEST CENTER.  May allah reward you to arise such a qstn here....  WassaLaaaaaaaaM
Q597_C5	RE: Where i can Learn Quran Arabic ? in Doha Try out the following site for learning Quranic Arabic  <a href="http://www.80percentwords.com">http://www.80percentwords.com</a>  <A HREF="http://www.80percentwords.com"><IMG SRC="http://www.80percentwords.com/80pw.jpg" width="312" height="221" ALT="Learn Quranic Arabic"></A>
Q598	Renting Property Hi, What is the standard fees / commission charged by real estates to find you a property?  Whats the best and cheapest way to find an accommodation? Thanks
Q598_C1	RE: Renting Property Thanks! Non you have managed to give a decent answer...
Q598_C2	RE: Renting Property commission depends; if you are paying already enough rent the agents cover it from landlord side  otherwise 15day rent for them is enough,.   the best way is to set your priorities/budget, area and alternate choices and then roam around looking for banners "For Rent" , plus check daily ads in news papers, online ads, ask for references in your family/friends .. i believe over 60% accomodation are not properly advertised and just street search, word of mouth and building caretakers support normally get you a nice apartment of your choice   my 2 cents  good luck
Q599	I want to buy 4x4? I want to buy 4x4 what is the cheapest these days? Any recommendation?
Q599_C1	RE: I want to buy 4x4? depends upon u what u want compact suvs - rav4, suzuki vitara, hyundai tucson or large- toyota landcruiser, nissan patrol, pathfinder, pajero and the list goes on and on............
Q599_C2	RE: I want to buy 4x4? i would prefer pajero or LC
Q599_C3	RE: I want to buy 4x4? CRV or Pilot.
Q599_C4	RE: I want to buy 4x4? brand new or used?
Q599_C5	RE: I want to buy 4x4? any will do, minimum requirements; - V6 - can do dune bashing - 1995 Model is alright.  The cheapest I need.   Any recommendation?
Q599_C6	RE: I want to buy 4x4? CRV or Pilot.  Pilot is really bad in Desert I used it....
Q599_C7	RE: I want to buy 4x4? u want to buy a car in cheep price? i have Nissan Maxi ma 98 model price 9000 u can contact me thanks
Q599_C8	RE: I want to buy 4x4? yeah..Nissan Patrol or LC is a good choice for Dunes Bashing.  Nissan Patrol will be much cheaper compared to LC..if u looking for 95 model..it shouldnt be expensive. try searching in QL Classifieds.
